randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
8,0,1,12.705400556800823,20.605400556800824,5.905400556800823,12.498947706383538,6.273684023133392
8,0,2,9.977262603198874,17.877262603198872,3.1772626031988738,7.435790377193742,0.3371707946800877
8,0,3,14.920152008060763,22.820152008060763,8.120152008060764,11.001902473389258,0.3587913055890661
8,0,4,12.846144446953932,20.746144446953934,6.0461444469539325,9.082567826481203,6.022936049163176
8,0,5,9.920154619432555,17.820154619432557,3.1201546194325553,10.325741218486757,0
8,0,6,10.650519160532117,18.55051916053212,3.8505191605321167,5.6574887740467075,0
8,0,7,12.945657019270575,20.845657019270575,6.145657019270575,10.439988383970032,0
8,0,8,9.957532781483614,17.857532781483613,3.1575327814836145,10.448745006130142,0
8,0,9,14.699484578892548,22.59948457889255,7.899484578892548,6.31741986214799,0
8,0,10,13.841053349870542,21.74105334987054,7.041053349870542,12.725125196061105,0
8,0,11,9.691665783914651,17.59166578391465,2.891665783914651,6.189769594057251,0
8,0,12,8.863927754293943,16.763927754293945,2.0639277542939434,9.598905835968925,0
8,0,13,12.64012553812534,20.540125538125338,5.840125538125339,13.319301834626629,0
8,0,14,15.452889307800802,23.3528893078008,8.652889307800802,9.311946266545917,13.548300534747929
8,0,15,13.727859404407363,21.627859404407364,6.927859404407363,12.192260358121121,0
8,0,16,14.318849690204674,22.218849690204674,7.518849690204674,8.932589666851452,0
8,0,17,13.682108893944125,21.582108893944124,6.8821088939441255,12.657667362389356,0
8,0,18,16.14951222539563,24.04951222539563,9.349512225395628,12.509704124127047,0
8,0,19,18.105115696621276,26.005115696621274,11.305115696621275,8.546045725095361,0
8,0,20,11.259570529430032,19.159570529430034,4.4595705294300325,9.16935147773092,0
8,0,21,10.048762391591229,17.94876239159123,3.248762391591229,9.688612210498594,0
8,0,22,15.249235908405106,23.149235908405107,8.449235908405107,8.635688400230071,0
8,0,23,13.308536836996701,21.2085368369967,6.508536836996702,8.122818473383255,0
8,0,24,16.531566765342042,24.43156676534204,9.731566765342041,11.071846082901235,0
8,0,25,15.430636914163138,23.330636914163136,8.630636914163137,15.816538316491267,0
8,0,26,18.996670180310634,26.896670180310636,12.196670180310633,15.62226168873141,0
8,0,27,15.409363846681773,23.309363846681773,8.609363846681774,4.010910230842874,0
8,0,28,15.603360707104224,23.503360707104225,8.803360707104225,10.513022575563,0
8,0,29,15.011288295064956,22.911288295064956,8.211288295064957,15.874999997696445,0
8,0,30,16.20585333733436,24.10585333733436,9.40585333733436,13.506654960412966,0
8,0,31,13.899408488724847,21.799408488724847,7.099408488724847,12.757999379104874,0
8,0,32,15.984609429066316,23.884609429066316,9.184609429066317,9.331892766072968,0
8,0,33,18.46624474246356,26.366244742463557,11.666244742463558,12.619047433336464,0
8,0,34,12.131474467861565,20.031474467861564,5.3314744678615655,10.191788768207099,1.3261040811197848
8,0,35,15.892076654298942,23.792076654298942,9.092076654298943,8.083038822958951,0
8,0,36,18.422893897753138,26.32289389775314,11.622893897753137,6.237069395773787,0
8,0,37,17.206619507798916,25.106619507798918,10.406619507798915,9.133980411305943,0
8,0,38,15.30751829454449,23.207518294544492,8.50751829454449,6.701575194513022,0
8,0,39,16.16872025474027,24.06872025474027,9.368720254740268,9.483689303062143,0
8,0,40,15.396479019706755,23.296479019706755,8.596479019706756,8.26636850436563,0
8,0,41,12.59306755623405,20.493067556234053,5.793067556234051,9.215012059656413,7.036470634513158
8,0,42,15.85306615603403,23.75306615603403,9.053066156034031,6.318278339376595,0
8,0,43,13.948355209643395,21.848355209643394,7.1483552096433955,13.465123745701316,0
8,0,44,20.711341762643027,28.61134176264303,13.911341762643026,7.987652007767443,0
8,0,45,12.416318779306566,20.316318779306567,5.6163187793065665,13.753149569777639,20.6539845174954
8,0,46,21.265956971540625,29.165956971540623,14.465956971540624,8.566730516282673,0
8,0,47,17.061323261823063,24.96132326182306,10.261323261823062,10.187255356171338,0
8,0,48,18.285467297280054,26.185467297280056,11.485467297280053,11.034360325592527,0
8,0,49,19.336504860960567,27.236504860960565,12.536504860960566,16.791300235305265,0
8,0,50,15.809457679481003,23.709457679481005,9.009457679481002,13.437798086505733,0
8,0,51,19.116228366021495,27.016228366021494,12.316228366021495,13.122766161411015,0
8,0,52,16.40893501294643,24.308935012946428,9.608935012946429,13.91755764404933,5.6255340058230745
8,0,53,20.83013509877223,28.73013509877223,14.03013509877223,9.527202116245867,0
8,0,54,20.69780687117415,28.59780687117415,13.89780687117415,14.063063919035223,0
8,0,55,15.789216092670909,23.68921609267091,8.989216092670908,13.094852056731991,0
8,0,56,26.096518900042184,33.99651890004218,19.296518900042184,13.258732758823228,2.743304617995073
8,0,57,19.27493797796069,27.17493797796069,12.474937977960689,12.218088555792617,0
8,0,58,19.338061107401295,27.238061107401293,12.538061107401294,16.305679536980804,0
8,0,59,20.860916063638548,28.760916063638547,14.060916063638548,5.4030685475185045,0
8,0,60,21.855961888269423,29.755961888269425,15.055961888269422,13.941227029603711,0
8,0,61,18.30502950317898,26.205029503178977,11.505029503178978,12.66920456269892,0
8,0,62,20.625788110989287,28.52578811098929,13.825788110989286,14.132980572873002,0
8,0,63,19.818287291158477,27.718287291158475,13.018287291158476,19.965424956710017,0
8,0,64,19.963984155112666,27.863984155112668,13.163984155112665,19.252612901166486,0
8,0,65,20.430395574890003,28.330395574890005,13.630395574890002,12.639759565141699,0
8,0,66,21.690543008097936,29.59054300809794,14.890543008097936,17.159396350246844,0
8,0,67,18.551228022262617,26.45122802226262,11.751228022262616,18.794291510502575,0
8,0,68,24.422252126106564,32.32225212610656,17.622252126106563,17.921901658090064,0
8,0,69,20.439965827038463,28.339965827038462,13.639965827038463,16.2654249417607,0
8,0,70,20.378391954820422,28.27839195482042,13.578391954820422,18.47050620116138,0
8,0,71,22.16587548172022,30.06587548172022,15.36587548172022,11.857403678394405,0
8,0,72,18.636992645626243,26.536992645626242,11.836992645626243,10.839136058711231,0
8,0,73,20.837765655789763,28.737765655789765,14.037765655789762,19.482618696003073,0
8,0,74,22.402293423250832,30.30229342325083,15.602293423250831,19.227128526979374,0
8,0,75,27.46141040587498,35.36141040587498,20.661410405874978,18.848930907373102,0
8,0,76,24.80768633077739,32.70768633077739,18.00768633077739,12.879753376095442,8.164267588443062
8,0,77,26.008591898183827,33.90859189818383,19.208591898183826,12.489841065589587,0
