randomSeed,currentYear,currentDayOfYear,temperature,maxTemperature,minTemperature,solarRadiation,precipitation
6,0,1,15.311808024049729,23.21180802404973,8.511808024049728,12.221989912754392,6.998889718298457
6,0,2,8.50793826264801,16.40793826264801,1.7079382626480095,9.001428261542433,24.467539549793006
6,0,3,11.619179913614678,19.51917991361468,4.819179913614678,5.2222175959086945,0
6,0,4,11.59347027078425,19.49347027078425,4.79347027078425,12.551832663615166,0
6,0,5,12.873040735053703,20.773040735053705,6.073040735053703,11.022734127665391,0
6,0,6,16.34672349515251,24.24672349515251,9.54672349515251,10.112792771397203,0
6,0,7,17.99521755093584,25.89521755093584,11.19521755093584,11.67871357701144,0
6,0,8,14.951013398438256,22.851013398438255,8.151013398438256,5.591845725324275,0
6,0,9,11.481372768246727,19.381372768246727,4.681372768246727,10.58319892041404,0
6,0,10,17.49828271674243,25.39828271674243,10.69828271674243,12.566626713079598,0
6,0,11,11.608330214535034,19.508330214535036,4.808330214535034,9.495840427248142,9.32931062999438
6,0,12,15.260199391990408,23.16019939199041,8.460199391990407,13.477221384296932,0
6,0,13,9.079681417235015,16.979681417235014,2.2796814172350155,16.533368116182867,0
6,0,14,14.10473833665139,22.004738336651393,7.304738336651391,9.049712463280546,0
6,0,15,12.31790810270229,20.21790810270229,5.5179081027022905,11.425778228145946,0
6,0,16,8.392064945263035,16.292064945263036,1.5920649452630355,6.303990123904315,0
6,0,17,12.569260936995448,20.469260936995447,5.769260936995448,5.055827485148804,0
6,0,18,15.291493768699905,23.191493768699907,8.491493768699904,12.41860835640325,0
6,0,19,10.499739201078771,18.399739201078773,3.6997392010787715,11.793019827380462,0
6,0,20,14.556657863938359,22.45665786393836,7.756657863938359,10.013609538334787,0
6,0,21,12.488442794670911,20.38844279467091,5.6884427946709115,15.660450688442392,0
6,0,22,12.213707182021055,20.113707182021056,5.413707182021056,12.828653814959207,0
6,0,23,10.601928858585055,18.501928858585053,3.801928858585055,8.766797376131741,0
6,0,24,14.039582263716518,21.939582263716517,7.239582263716518,8.89190363293241,0
6,0,25,17.057726944539723,24.957726944539722,10.257726944539723,7.557511217304967,0
6,0,26,13.224488996126162,21.12448899612616,6.424488996126162,12.905357381926347,0
6,0,27,15.712747934235152,23.612747934235152,8.912747934235153,8.271446811950305,0
6,0,28,16.911676285315085,24.811676285315087,10.111676285315085,11.529592408001477,0
6,0,29,15.60985355998074,23.50985355998074,8.809853559980741,12.909346286172848,0
6,0,30,14.692784893768259,22.59278489376826,7.892784893768259,6.239088588352309,0
